"component_type","component_name","component_link","Color","Connection_Type","Hand_Orientation","Manufacturer","Maximum_DPI","Part_#_#","Tracking_Method"
"Mouse","Redragon COBRA M711 Wired Optical","https://pcpartpicker.com/product/dZQG3C/redragon-cobra-m711-wired-optical-mouse-cobra-m711","Black / Multicolor","Wired","Right","Redragon","10000.0","COBRA M711; M711","Optical"
"","Razer Viper V3 Pro Wireless/Wired Optical","https://pcpartpicker.com/product/sDgrxr/razer-viper-v3-pro-wirelesswired-optical-mouse-rz01-05120100-r3u1","Black","Wired; Wireless","Right","Razer","35000.0","RZ01-05120100-R3U1; RZ01-05120100-R3A1; RZ01-05120100-R3G1","Optical"
"","Logitech G305 LIGHTSPEED Wireless/Wired Optical","https://pcpartpicker.com/product/Yrw7YJ/logitech-g305-lightspeed-wirelesswired-optical-mouse-910-005280","Black","Wired; Wireless","Right","Logitech","12000.0","910-005280; 910-005283; 910-005282","Optical"
"","Logitech G502 X Plus Wired/Wired/Wireless Optical","https://pcpartpicker.com/product/J86p99/logitech-g502-x-plus-wiredwiredwireless-optical-mouse-910-006160","Black","Wired; Wired; Wireless","Right","Logitech","25600.0","910-006160","Optical"
"","Razer Viper V3 Pro Wireless/Wired Optical","https://pcpartpicker.com/product/yYFmP6/razer-viper-v3-pro-wirelesswired-optical-mouse-rz01-05120200-r3u1","White","Wired; Wireless","Right","Razer","35000.0","RZ01-05120200-R3U1; RZ01-05120200-R3A1; RZ01-05120200-R3G1","Optical"
"","Logitech G502 Hero Wired Optical","https://pcpartpicker.com/product/7RbwrH/logitech-g502-hero-wired-optical-mouse-910-005469","Black","Wired","Right","Logitech","25600.0","910-005469; 910-005470; 910-005471","Optical"
"","Logitech PRO X Superlight 2 Wireless/Wired Optical","https://pcpartpicker.com/product/FTjRsY/logitech-pro-x-superlight-2-wirelesswired-optical-mouse-910-006636","White","Wired; Wireless","Right","Logitech","32000.0","910-006636; 910-006640; 910-006639","Optical"
"","Logitech PRO X Superlight 2 Wireless/Wired Optical","https://pcpartpicker.com/product/FTjRsY/logitech-pro-x-superlight-2-wirelesswired-optical-mouse-910-006636","White","Wired; Wireless","Right","Logitech","32000.0","910-006636; 910-006640; 910-006639","Optical"
"","Pulsar X2V2 Bluetooth/Wireless/Wired Optical","https://pcpartpicker.com/product/gqyH99/pulsar-x2v2-bluetoothwirelesswired-optical-mouse-px2221","Black","Wired; Wireless; Bluetooth Wireless","Right","Pulsar","26000.0","PX2221","Optical"
"","Logitech PRO X Superlight 2 Wireless/Wired Optical","https://pcpartpicker.com/product/QzHqqs/logitech-pro-x-superlight-2-wirelesswired-optical-mouse-910-006628","Black","Wired; Wireless","Right","Logitech","32000.0","910-006628; 910-006631; 910-006632","Optical"
"","Logitech G705 Wireless/Wired/Bluetooth Optical","https://pcpartpicker.com/product/jJJgXL/logitech-g705-wirelesswiredbluetooth-optical-mouse-910-006365","White","Wired; Wireless; Bluetooth Wireless","Right","Logitech","8200.0","910-006365","Optical"
"","Logitech M170 Wireless/Wired Optical","https://pcpartpicker.com/product/vWBzK8/logitech-m170-wirelesswired-optical-mouse-910-006864","White","Wired; Wireless","Both","Logitech","1000.0","910-006864","Optical"
"","Zowie FK1 Wired Optical","https://pcpartpicker.com/product/zhsKHx/zowie-fk1-wired-optical-mouse-fk1","Black / Yellow","Wired","Both","Zowie","2300.0","FK1; FK1-B; 9H.N04BB.A2E","Optical"
"","Logitech G Pro Wireless/Wired Optical","https://pcpartpicker.com/product/vJ448d/logitech-g-pro-wirelesswired-optical-mouse-910-005270","Black","Wired; Wireless","Both","Logitech","25600.0","910-005270; 910-005272; 910-005271","Optical"
"","Glorious Model O- Wired/Wireless Optical","https://pcpartpicker.com/product/yhjRsY/glorious-model-o-wiredwireless-optical-mouse-glo-ms-omw-mb","Black","Wired; Wireless","Right","Glorious","19000.0","GLO-MS-OMW-MB","Optical"
"","Logitech G502 X Wireless/Wired/Wired Optical","https://pcpartpicker.com/product/QQpzK8/logitech-g502-x-wirelesswiredwired-optical-mouse-910-006187","White","Wired; Wired; Wireless","Right","Logitech","25600.0","910-006187","Optical"
"","Logitech G Pro Wireless/Wired Optical","https://pcpartpicker.com/product/vJ448d/logitech-g-pro-wirelesswired-optical-mouse-910-005270","Black","Wired; Wireless","Both","Logitech","25600.0","910-005270; 910-005272; 910-005271","Optical"
"","Razer DeathAdder V2 X HyperSpeed Bluetooth/Wireless Optical","https://pcpartpicker.com/product/99M48d/razer-deathadder-v2-x-hyperspeed-bluetoothwireless-optical-mouse-rz01-04130100-r3u1","Black","Wireless; Bluetooth Wireless","Right","Razer","14000.0","RZ01-04130100-R3U1; RZ01-04130100-R3A1; RZ01-04130100-R3G1; RZ01-04130100-R3M1; RZ01-04130100","Optical"
"","Glorious Model O 2 Wired Optical","https://pcpartpicker.com/product/xzWJ7P/glorious-model-o-2-wired-optical-mouse-glo-ms-ov2-mb","Black","Wired","Right","Glorious","26000.0","GLO-MS-OV2-MB","Optical"
"","Microsoft RJN-00061 Bluetooth Optical","https://pcpartpicker.com/product/dY3mP6/microsoft-rjn-00061-bluetooth-optical-mouse-rjn-00061","White","Bluetooth Wireless","Both","Microsoft","1000.0","RJN-00061","Optical"
"","Microsoft U7Z-00021 Wireless Laser","https://pcpartpicker.com/product/QqK7YJ/microsoft-mouse-u7z00021","Pink","Wireless","Both","Microsoft","","U7Z-00021","Laser"
"","Keychron M3 Mini Wired/Wireless/Bluetooth Optical","https://pcpartpicker.com/product/HKRwrH/keychron-m3-mini-wiredwirelessbluetooth-optical-mouse-m3m-a1","Black","Wired; Wireless; Bluetooth Wireless","Right","Keychron","26000.0","M3M-A1","Optical"
"","Razer Basilisk V3 Pro Wired/Bluetooth/Wireless Optical","https://pcpartpicker.com/product/pc2WGX/razer-basilisk-v3-pro-wiredbluetoothwireless-optical-mouse-rz01-04620200-r3u1","White / Black","Wired; Wireless; Bluetooth Wireless","Right","Razer","30000.0","RZ01-04620200-R3U1; RZ01-04620200-R3A1; RZ01-04620200-R3G1","Optical"
"","SteelSeries Aerox 3 (2022) Wired Optical","https://pcpartpicker.com/product/wX7G3C/steelseries-aerox-3-2022-wired-optical-mouse-62603","White","Wired","Right","SteelSeries","8500.0","62603","Optical"
"","Asus ROG Harpe Ace Extreme Wired/Bluetooth/Wireless Optical","https://pcpartpicker.com/product/qtV2FT/asus-rog-harpe-ace-extreme-wiredbluetoothwireless-optical-mouse-rog-harpe-ace-extreme","Black","Wired; Wireless; Bluetooth Wireless","Right","Asus","42000.0","ROG Harpe Ace Extreme; P718 ROG HARPE ACE EXTREME; 90MP03U0-BMUA00","Optical"
,Logitech G502 X Plus Wired/Wired/Wireless Optical,https://pcpartpicker.com/product/FRZ9TW/logitech-g502-x-plus-wiredwiredwireless-optical-mouse-910-006169,White,Wired; Wired; Wireless,Right,Logitech,25600,910-006169,Optical
,Logitech PRO X Superlight 2 Wireless/Wired Optical,https://pcpartpicker.com/product/FTjRsY/logitech-pro-x-superlight-2-wirelesswired-optical-mouse-910-006636,White,Wired; Wireless,Right,Logitech,32000,910-006636; 910-006640; 910-006639,Optical
,Pulsar X2V2 Bluetooth/Wireless/Wired Optical,https://pcpartpicker.com/product/gqyH99/pulsar-x2v2-bluetoothwirelesswired-optical-mouse-px2221,Black,Wired; Wireless; Bluetooth Wireless,Right,Pulsar,26000,PX2221,Optical
,Logitech POP Blast Bluetooth/Wireless Optical,https://pcpartpicker.com/product/WhNxFT/logitech-pop-blast-bluetoothwireless-optical-mouse-910-006543,Yellow / Black,Wireless; Bluetooth Wireless,Both,Logitech,4000,910-006543; 910-006546,Optical,POP Blast
,Logitech PRO X Superlight 2 Wireless/Wired Optical,https://pcpartpicker.com/product/QzHqqs/logitech-pro-x-superlight-2-wirelesswired-optical-mouse-910-006628,Black,Wired; Wireless,Right,Logitech,32000,910-006628; 910-006631; 910-006632,Optical
,Razer Viper V2 Pro Wireless Optical,https://pcpartpicker.com/product/Qt2WGX/razer-viper-v2-pro-wireless-optical-mouse-rz01-04390100-r3u1,Black,Wireless,Right,Razer,30000,RZ01-04390100-R3U1,Optical,Viper V2 Pro
,Logitech G502 X Wired Optical,https://pcpartpicker.com/product/vkxRsY/logitech-g502-x-wired-optical-mouse-910-006136,Black,Wired,Right,Logitech,25600,910-006136,Optical
,Razer Basilisk V3 Wired Optical,https://pcpartpicker.com/product/NQBG3C/razer-basilisk-v3-wired-optical-mouse-rz01-04000100-r3u1,Black,Wired,Right,Razer,26000,RZ01-04000100-R3U1,Optical,Basilisk V3
,Razer Basilisk V3 Wired Optical,https://pcpartpicker.com/product/NQBG3C/razer-basilisk-v3-wired-optical-mouse-rz01-04000100-r3u1,Black,Wired,Right,Razer,26000,RZ01-04000100-R3U1,Optical,Basilisk V3
,Logitech PRO X Superlight 2 Wireless/Wired Optical,https://pcpartpicker.com/product/FTjRsY/logitech-pro-x-superlight-2-wirelesswired-optical-mouse-910-006636,White,Wired; Wireless,Right,Logitech,32000,910-006636; 910-006640; 910-006639,Optical
,SteelSeries Rival 650 Wireless Wireless Optical,https://pcpartpicker.com/product/WNm323/steelseries-rival-650-wireless-wireless-optical-mouse-62456,Black,Wireless,Right,SteelSeries,12000,62456,Optical,Rival 650 Wireless
,SteelSeries Rival 3 Wired Optical,https://pcpartpicker.com/product/W6K2FT/steelseries-rival-3-wired-optical-mouse-62513,Black,Wired,Right,SteelSeries,8500,62513,Optical,Rival 3
,SteelSeries Rival 5 Wired Optical,https://pcpartpicker.com/product/g38bt6/steelseries-rival-5-wired-optical-mouse-62551,Black,Wired,Right,SteelSeries,18000,62551,Optical,Rival 5
,Razer Naga Pro Wireless Optical,https://pcpartpicker.com/product/cYxbt6/razer-naga-pro-wireless-optical-mouse-rz01-03420100-r3u1,Black,Wireless,Right,Razer,20000,RZ01-03420100-R3U1; RZ01-03420100-R3A1; RZ01-03420100-R3M1; RZ01-03420100-R3G1,Optical,Naga Pro
,Razer Basilisk V2 Wired Optical,https://pcpartpicker.com/product/ZcgQzy/razer-basilisk-v2-wired-optical-mouse-rz01-03160100-r3u1,Black,Wired,Right,Razer,20000,RZ01-03160100-R3U1; RZ01-03160100-R3M1,Optical,Basilisk V2
,Logitech M560 Wireless Laser,https://pcpartpicker.com/product/rqckcf/logitech-mouse-910003880,Black,Wireless,Right,Logitech,,910-003880,Laser,M560
,Corsair IRONCLAW RGB WIRELESS Wireless Optical,https://pcpartpicker.com/product/wqKcCJ/corsair-ironclaw-rgb-wireless-wireless-optical-mouse-ch-9317011-na,Black,Wireless,Right,Corsair,18000,CH-9317011-NA,Optical,IRONCLAW RGB WIRELESS
,Glorious Model I Wired Optical,https://pcpartpicker.com/product/NKYmP6/glorious-pc-gaming-race-model-i-wired-optical-mouse-glo-ms-i-mb,Black / Red,Wired,Right,Glorious,19000,GLO-MS-I-MB,Optical
,Logitech M650 L LEFT Bluetooth/Wireless Optical,https://pcpartpicker.com/product/DLfxFT/logitech-m650-l-left-bluetoothwireless-optical-mouse-910-006239,Black,Wireless; Bluetooth Wireless,Left,Logitech,4000,910-006239,Optical
,Razer DeathAdder Elite Wired Optical,https://pcpartpicker.com/product/xgrcCJ/razer-deathadder-elite-wired-optical-mouse-rz01-02010100-r3u1,Black / Green,Wired,Right,Razer,16000,RZ01-02010100-R3U1; RZ01-02010100-R3G1; RZ01-02010100,Optical,DeathAdder Elite
,Pulsar X2H Bluetooth/Wireless/Wired Optical,https://pcpartpicker.com/product/9Frqqs/pulsar-x2h-bluetoothwirelesswired-optical-mouse-px2h21,Black,Wired; Wireless; Bluetooth Wireless,Right,Pulsar,26000,PX2H21,Optical
,Razer DeathAdder Essential Wired Optical,https://pcpartpicker.com/product/pFcG3C/razer-deathadder-essential-wired-optical-mouse-rz01-03850200-r3u1,White,Wired,Right,Razer,6400,RZ01-03850200-R3U1; RZ01-03850200-R3M1; RZ01-03850200-R3G1; RZ01-03850200-R3A1; RZ01-03850200,Optical
,Logitech G900 CHAOS SPECTRUM Wireless Optical,https://pcpartpicker.com/product/zQ648d/logitech-mouse-910004558,Black,Wireless,Both,Logitech,12000,910-004558; G900; 910-004608; 910-004607,Optical,G900 CHAOS SPECTRUM
,HP HyperX Pulsefire Haste Wired Optical,https://pcpartpicker.com/product/w2JgXL/hp-hyperx-pulsefire-haste-wired-optical-mouse-4p5e3aa,Black / Red,Wired,,HP,16000,4P5E3AA,Optical,HyperX Pulsefire Haste
,Logitech M720 Triathlon Bluetooth Optical,https://pcpartpicker.com/product/krTrxr/logitech-m720-triathlon-bluetooth-wireless-optical-mouse-910-004790,Black,Bluetooth Wireless,Right,Logitech,1000,910-004790,Optical,M720 Triathlon
,Razer Viper 8KHz Wired Optical,https://pcpartpicker.com/product/ZzfnTW/razer-viper-8khz-wired-optical-mouse-rz01-03580100-r3u1,Black,Wired,Both,Razer,20000,RZ01-03580100-R3U1; RZ01-03580100-R3M1; RZ01-03580100,Optical,Viper 8KHz
,Razer DeathAdder V2 Mini Wired Optical,https://pcpartpicker.com/product/4DkWGX/razer-deathadder-v2-mini-wired-optical-mouse-rz01-03340100-r3u1,Black,Wired,Right,Razer,8500,RZ01-03340100-R3U1; RZ01-03340100-R3A1; RZ01-03340100-R3G1; RZ01-03340100-R3M1,Optical,DeathAdder V2 Mini
,Logitech MX MASTER 3S Wireless Optical,https://pcpartpicker.com/product/Bs4Ycf/logitech-mx-master-3s-wireless-optical-mouse-910-006557,Gray,Wireless,Right,Logitech,8000,910-006557,Optical,MX MASTER 3S
,Razer Viper Ultimate w/Dock Wireless Optical,https://pcpartpicker.com/product/nhbTwP/razer-viper-ultimate-wdock-wireless-optical-mouse-rz01-03050300-r3m1,Pink,Wireless,Both,Razer,20000,RZ01-03050300-R3M1,Optical,Viper Ultimate w/Dock
,SteelSeries Prime Wireless Wireless Optical,https://pcpartpicker.com/product/h98bt6/steelseries-prime-wireless-wireless-optical-mouse-62593,Black,Wireless,Right,SteelSeries,18000,62593,Optical,Prime Wireless
,Razer Basilisk Ultimate Wireless Optical,https://pcpartpicker.com/product/h4gQzy/razer-basilisk-ultimate-wireless-optical-mouse-rz01-03170100-r3u1,Black,Wireless,Right,Razer,20000,RZ01-03170100-R3U1; RZ01-03170100-R3A1; RZ01-03170100-R3M1; RZ01-03170100-R3G1,Optical,Basilisk Ultimate
,Corsair M65 RGB ULTRA WIRELESS Wireless Optical,https://pcpartpicker.com/product/sMmmP6/corsair-m65-rgb-ultra-wireless-wireless-optical-mouse-ch-9319411-na,Black / Silver,Wireless,Right,Corsair,26000,CH-9319411-NA; CH-9319411-NA2; CH-9319411-EU; CH-9319411-EU2; CH-9319411-AP2; CH-9319411-AP,Optical,M65 RGB ULTRA WIRELESS
,Logitech M170 Wireless/Wired Optical,https://pcpartpicker.com/product/2VGhP6/logitech-m170-wirelesswired-optical-mouse-910-006862,Pink,Wired; Wireless,Both,Logitech,1000,910-006862,Optical
,Logitech G Pro League of Legends Wireless/Wired Optical,https://pcpartpicker.com/product/TkPQzy/logitech-g-pro-league-of-legends-wirelesswired-optical-mouse-910-006449,Black / Gold,Wired; Wireless,Both,Logitech,25600,910-006449; 910-006451; 910-006450,Optical,G Pro League of Legends
,Logitech MX Master 3 Wireless Laser,https://pcpartpicker.com/product/8mkgXL/logitech-mx-master-3-wireless-laser-mouse-910-005692,Silver,Wireless,Right,Logitech,4000,910-005692,Laser,MX Master 3
,Logitech M190 Wireless/Wired Optical,https://pcpartpicker.com/product/Rj9wrH/logitech-m190-wirelesswired-optical-mouse-910-005906,Black / Gray,Wired; Wireless,Both,Logitech,1000,910-005906,Optical
,Razer Basilisk V3 Pro w/Dock Pro Wired/Bluetooth/Wireless Optical,https://pcpartpicker.com/product/gg2WGX/razer-basilisk-v3-pro-wdock-pro-wiredbluetoothwireless-optical-mouse-rzhb-220819-01,Black,Wired; Wireless; Bluetooth Wireless,Right,Razer,30000,RZHB-220819-01; RZHB-220819-02; RZHB-220819-03,Optical
,Asus ROG HARPE ACE AIM LAB EDITION Wireless/Wired Optical,https://pcpartpicker.com/product/JqsV3C/asus-rog-harpe-ace-aim-lab-edition-wirelesswired-optical-mouse-p713-rog-harpe-ace-aim-lab-editionblk,Black,Wired; Wireless,Right,Asus,36000,P713 ROG HARPE ACE AIM LAB EDITION/BLK; 90MP02W0-BMAA00; 90mp02w0-bmua00,Optical
,Logitech MX MASTER 2S (Black) Wireless Laser,https://pcpartpicker.com/product/JKvZxr/logitech-mx-master-2s-black-wireless-laser-mouse-910-005131,Black,Wireless,Right,Logitech,4000,910-005131; 910-005965,Laser,MX MASTER 2S (Black)
,Corsair SCIMITAR RGB ELITE Wired Optical,https://pcpartpicker.com/product/X8848d/corsair-scimitar-rgb-elite-wired-optical-mouse-ch-9304211-na,Black,Wired,Right,Corsair,18000,CH-9304211-NA,Optical,SCIMITAR RGB ELITE
,Asus TUF Gaming M3 Gen II Wired Optical,https://pcpartpicker.com/product/yjvD4D/asus-tuf-gaming-m3-gen-ii-wired-optical-mouse-p309-tuf-gaming-m3-gen-ii,Black / Yellow,Wired,Right,Asus,8000,P309 TUF GAMING M3 GEN II; 90MP0320-BMAA00,Optical,TUF Gaming M3 Gen II
,Redragon M908 IMPACT MMO Wired Optical,https://pcpartpicker.com/product/wtGbt6/redragon-m908-impact-mmo-wired-optical-mouse-m908,Black,Wired,Right,Redragon,12400,M908,Optical,M908 IMPACT MMO
,Corsair SCIMITAR ELITE WIRELESS MMO Wireless/Bluetooth/Wired Optical,https://pcpartpicker.com/product/dP88TW/corsair-scimitar-elite-wireless-mmo-wirelessbluetoothwired-optical-mouse-ch-9314311-na,Black,Wired; Wireless; Bluetooth Wireless,Right,Corsair,26000,CH-9314311-NA; CH-9314311-EU,Optical,SCIMITAR ELITE WIRELESS MMO
,Logitech G500 Wired Laser,https://pcpartpicker.com/product/3vJwrH/logitech-mouse-910001259,Black / Silver,Wired,Right,Logitech,5700,910-001259,Laser,12 megapixels/second Image processing; 30G Max. acceleration; 8 million clicks Buttons; Gaming-grade laser: Game-changing precision at any hand speed; Onboard memory: You can save your settings on the mouse; Weight tuning: Up to 27 grams of extra weights lets you mix-and-match for personalized feel and control.; Dual-mode scroll wheel: You get precise click-to-click scrolling that’s perfect for weapon selection when you’re gaming. Hyper-fast scrolling lets you fly through long Web pages.; Adjustable sensitivity; 10 programmable buttons,G500
,Kensington Orbit Wired Trackball,https://pcpartpicker.com/product/XdR48d/kensington-mouse-k72337us,Black,Wired,Both,Kensington,,K72337US,Trackball,"All-day comfort from a world leader in trackball innovation; Scroll ring allows fast, easy scrolling of web pages and documents; Uses far less desk space than a mouse; Optical technology for precise tracking - no cleaning required; Ambidextrous design for left or right handed users; Click-free scrolling; USB connectivity; PC and Mac compatible; Mouse function updates: http://us.kensington.com/html/17763.html",Orbit
,Logitech MX Master Bluetooth Laser,https://pcpartpicker.com/product/XP38TW/logitech-mouse-910004337,Brown / Black,Bluetooth Wireless,Right,Logitech,1600,910-004337,Laser,MX Master
,Logitech G502 X Wired Optical,https://pcpartpicker.com/product/VKWzK8/logitech-g502-x-wired-optical-mouse-910-006144,White,Wired,Right,Logitech,25600,910-006144,Optical
,Asus ROG Gladius III Wired Optical,https://pcpartpicker.com/product/bwBG3C/asus-rog-gladius-iii-wired-optical-mouse-rog-gladius-iii,Black,Wired,Right,Asus,26000,ROG Gladius III; 90MP0270-BMUA00; P514 ROG GLADIUS III,Optical
,Lamzu Atlantis OG Wired/Wireless Optical,https://pcpartpicker.com/product/gQ7scf/lamzu-atlantis-og-wiredwireless-optical-mouse-40980949106722,White / Blue,Wired; Wireless,Right,Lamzu,26000,40980949106722,Optical
,Pwnage Stormbreaker Wired/Wireless Optical,https://pcpartpicker.com/product/ZWWJ7P/pwnage-stormbreaker-wiredwireless-optical-mouse-mag-s-b,Black,Wired; Wireless,Right,Pwnage,26000,MAG-S-B,Optical
,Logitech G305 LIGHTSPEED Wireless/Wired Optical,https://pcpartpicker.com/product/4CMwrH/logitech-g305-lightspeed-wirelesswired-optical-mouse-910-005289,White,Wired; Wireless,Right,Logitech,12000,910-005289; 910-005292; 910-005291,Optical
,ROCCAT Kone AIMO Remastered Wired Optical,https://pcpartpicker.com/product/G3WBD3/roccat-kone-aimo-remastered-wired-optical-mouse-roc-11-820-we,White,Wired,Right,ROCCAT,16000,ROC-11-820-WE; ROCA04.BX.AD08,Optical,Kone AIMO Remastered
,Logitech MX518 Wired Optical,https://pcpartpicker.com/product/P6YLrH/logitech-mx518-wired-optical-mouse-910-005542,Black,Wired,Right,Logitech,16000,910-005542,Optical,MX518
,HP HyperX Pulsefire Haste Wired Optical,https://pcpartpicker.com/product/vLYmP6/hp-hyperx-pulsefire-haste-wired-optical-mouse-hmsh1-a-bkg,Black,Wired,Right,HP,16000,HMSH1-A-BK/G; 4P5P9AA,Optical
,Asus P707 ROG SPATHA X Wireless Optical,https://pcpartpicker.com/product/Tqnypg/asus-p707-rog-spatha-x-wireless-optical-mouse-p707-rog-spatha-x,Black,Wireless,Right,Asus,19000,P707 ROG SPATHA X; 90MP0220-BMUA00; ROG SPATHA X,Optical
,Glorious Model I 2 Wireless/Bluetooth/Wired Optical,https://pcpartpicker.com/product/WpNYcf/glorious-model-i-2-wirelessbluetoothwired-optical-mouse-glo-ms-iwv2-mb,Black,Wired; Wireless; Bluetooth Wireless,Right,Glorious,26000,GLO-MS-IWV2-MB,Optical
,SteelSeries Rival 3 Wireless Optical,https://pcpartpicker.com/product/qxDkcf/steelseries-rival-3-wireless-optical-mouse-62521,Black,Wireless,Right,SteelSeries,18000,62521,Optical,Rival 3
,Asus ROG  Gladius III AimPoint Bluetooth/Wireless/Wired Optical,https://pcpartpicker.com/product/gXsV3C/asus-rog-gladius-iii-aimpoint-bluetoothwirelesswired-optical-mouse-90mp02y0-bmaa10,White,Wired; Wireless; Bluetooth Wireless,Right,Asus,36000,90MP02Y0-BMAA10; P711 ROG GIII WL AIMPOINT/BLK,Optical
