component_name,component_link,AMP_Molex_4pin_Connectors,ATX_4pin_Connectors,Color,EPS_8pin_Connectors,Efficiency_Rating,Fanless,Length,Manufacturer,Modular,PCIe_12pin_Connectors,PCIe_16pin_12VHPWR_Connectors,PCIe_62pin_Connectors,PCIe_6pin_Connectors,PCIe_8pin_Connectors,Part__,SATA_Connectors,Type,Wattage
Super Flower Leadex V Platinum Pro 1000 W 80+ Platinum Certified Fully Modular Atx,https://pcpartpicker.com/product/vwLFf7/super-flower-leadex-v-platinum-pro-1000-w-80-platinum-certified-fully-modular-atx-power-supply-sf-1000f14tp,4,0,White,2,80+ Platinum,FALSE,130,Super Flower,Full,0,0,4,0,0,SF-1000F14TP,12,ATX,1000
Be Quiet! Pure Power 11 Cm 500 W 80+ Gold Certified Semi-Modular Atx,https://pcpartpicker.com/product/qpvbt6/be-quiet-pure-power-11-cm-500-w-80-gold-certified-semi-modular-atx-power-supply-bn297,3,0,Black,1,80+ Gold,FALSE,160,Be Quiet!,Semi,0,0,2,0,0,BN297,6,ATX,500
Adata Xpg Core Reactor Ii 1000 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/TnCZxr/adata-xpg-core-reactor-ii-1000-w-80-gold-certified-fully-modular-atx-power-supply-corereactorii1000g-bkcus,3,0,Black,2,80+ Gold,FALSE,160,Adata,Full,0,1,8,0,0,COREREACTORII1000G-BKCUS,9,ATX,1000
Rosewill Pmg550 550 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/JxqPxr/rosewill-pmg550-550-w-80-gold-certified-fully-modular-atx-power-supply-pmg550,3,0,Black,1,80+ Gold,FALSE,165,Rosewill,Full,0,0,2,0,0,PMG550,6,ATX,550
Seasonic Focus Sgx (2021) 750 W 80+ Gold Certified Fully Modular Sfx,https://pcpartpicker.com/product/Jd7G3C/seasonic-focus-sgx-2021-750-w-80-gold-certified-fully-modular-sfx-power-supply-focus-sgx-750,3,0,Black,2,80+ Gold,FALSE,100,Seasonic,Full,0,0,4,0,0,FOCUS SGX-750,6,SFX,750
Super Flower Leadex Platinum Se 1200 W 80+ Platinum Certified Fully Modular Atx,https://pcpartpicker.com/product/Ctnypg/super-flower-leadex-platinum-se-1200-w-80-platinum-certified-fully-modular-atx-power-supply-sf-1200f14mp-v2,5,0,Black,2,80+ Platinum,FALSE,180,Super Flower,Full,0,0,8,0,0,SF-1200F14MP V2,12,ATX,1200
Gigabyte Ud-Gm Pg5 750 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/YDTZxr/gigabyte-ud-gm-pg5-750-w-80-gold-certified-fully-modular-atx-power-supply-gp-ud750gm-pg5,3,0,Black,2,80+ Gold,FALSE,140,Gigabyte,Full,0,1,4,0,0,GP-UD750GM PG5,8,ATX,750
Ultra X4 750 W 80+ Bronze Certified Fully Modular Atx,https://pcpartpicker.com/product/Yt648d/ultra-x4-750-w-80-bronze-certified-fully-modular-atx-power-supply-u12-41562,9,1,Black,1,80+ Bronze,FALSE,,Ultra,Full,0,0,0,2,2,U12-41562,11,ATX,750
Gamemax Rgb Rainbow 1050 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/s3tKHx/gamemax-rgb-rainbow-1050-w-80-gold-certified-fully-modular-atx-power-supply-rgb-1050,3,0,Black,2,80+ Gold,FALSE,165,Gamemax,Full,0,0,4,0,0,RGB-1050,10,ATX,1050
Be Quiet! Dark Power Pro 13 1600 W 80+ Titanium Certified Fully Modular Atx,https://pcpartpicker.com/product/Hxgrxr/be-quiet-dark-power-pro-13-1600-w-80-titanium-certified-fully-modular-atx-power-supply-bn501,5,0,Black,2,80+ Titanium,FALSE,200,Be Quiet!,Full,0,2,6,0,0,BN501,16,ATX,1600
Be Quiet! System Power 10 650 W 80+ Bronze Certified Atx,https://pcpartpicker.com/product/ZcWzK8/be-quiet-system-power-10-650-w-80-bronze-certified-atx-power-supply-bn328,1,1,Black,1,80+ Bronze,FALSE,140,Be Quiet!,No,0,0,4,0,0,BN328,5,ATX,650
Msi Mag A650Gl 650 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/xfV2FT/msi-mag-a650gl-650-w-80-gold-certified-fully-modular-atx-power-supply-mag-a650gl,4,0,Black,2,80+ Gold,FALSE,140,Msi,Full,0,0,4,0,0,MAG A650GL,6,ATX,650
Msi Mag A1000Gl Pcie5 1000 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/gR9wrH/msi-mag-a1000gl-pcie5-1000-w-80-gold-certified-fully-modular-atx-power-supply-mag-a1000gl-pcie5,4,0,Black,2,80+ Gold,FALSE,150,Msi,Full,0,1,4,0,0,MAG A1000GL PCIE5,12,ATX,1000
Thermalright Tg 750 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/m4P8TW/thermalright-tg-750-w-80-gold-certified-fully-modular-atx-power-supply-tg-750-w,3,0,White,1,80+ Gold,FALSE,140,Thermalright,Full,0,1,4,0,0,TG-750-W,8,ATX,750
Segotep Gm 750 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/6Pn9TW/segotep-gm-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-psu-st-gm750,3,0,Black,2,80+ Gold,FALSE,140,Segotep,Full,0,1,4,0,0,CP-PSU-ST-GM750,8,ATX,750
Adata Xpg Core Reactor Ii 750 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/zfGhP6/adata-xpg-core-reactor-ii-750-w-80-gold-certified-fully-modular-atx-power-supply-corereactorii750g-bkcus,4,0,Black,2,80+ Gold,FALSE,140,Adata,Full,0,1,6,0,0,COREREACTORII750G-BKCUS,8,ATX,750
Thermaltake Tr2 S 700 W 80+ Certified Atx,https://pcpartpicker.com/product/mMwmP6/thermaltake-tr2-s-700-w-80-certified-atx-power-supply-ps-trs-0700npcweu-2,5,0,Black,1,80+,FALSE,140,Thermaltake,No,0,0,2,0,0,PS-TRS-0700NPCWEU-2,6,ATX,700
Seasonic G12 Gc 650 W 80+ Gold Certified Atx,https://pcpartpicker.com/product/QCqrxr/seasonic-g12-gc-650-w-80-gold-certified-atx-power-supply-g12-gc-650,3,0,Black / Blue,2,80+ Gold,FALSE,140,Seasonic,No,0,0,2,0,0,G12-GC-650,6,ATX,650
Asus Rog Loki 750 W 80+ Platinum Certified Fully Modular Sfx,https://pcpartpicker.com/product/QPM48d/asus-rog-loki-750-w-80-platinum-certified-fully-modular-sfx-power-supply-90ye00n4-b0na00,4,0,Black / Silver,2,80+ Platinum,FALSE,125,Asus,Full,0,1,3,0,0,90YE00N4-B0NA00,6,SFX,750
Adata Xpg Core Reactor Ii 650 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/jZHqqs/adata-xpg-core-reactor-ii-650-w-80-gold-certified-fully-modular-atx-power-supply-corereactorii650g-bkcus,4,0,Black,2,80+ Gold,FALSE,140,Adata,Full,0,1,4,0,0,COREREACTORII650G-BKCUS,8,ATX,650
Thermaltake Toughpower Gt 850 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/jXCZxr/thermaltake-toughpower-gt-850-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpt-0850fnfage-3,4,0,Beige,2,80+ Gold,FALSE,140,Thermaltake,Full,0,1,4,0,0,PS-TPT-0850FNFAGE-3,6,ATX,850
Cooler Master V Sfx Gold Atx 3.0 850 W 80+ Gold Certified Fully Modular Sfx,https://pcpartpicker.com/product/kkbRsY/cooler-master-v-sfx-gold-atx-30-850-w-80-gold-certified-fully-modular-sfx-power-supply-mpy-8501-sfhagv-3us,4,0,Black,2,80+ Gold,FALSE,100,Cooler Master,Full,0,1,4,0,0,MPY-8501-SFHAGV-3US,8,SFX,850
Silverstone Essential 750 W 80+ Gold Certified Atx,https://pcpartpicker.com/product/vkfhP6/silverstone-essential-750-w-80-gold-certified-atx-power-supply-sst-et750-g,3,0,Black,1,80+ Gold,FALSE,140,Silverstone,No,0,0,4,0,0,SST-ET750-G,8,ATX,750
Zalman Tx 700 W Atx,https://pcpartpicker.com/product/RQ648d/zalman-tx-700-w-atx-power-supply-zm700-tx,3,0,Black,1,,FALSE,157,Zalman,No,0,0,4,0,0,ZM700-TX,5,ATX,700
Super Flower Leadex Vii Xg 850 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/RdHqqs/super-flower-leadex-vii-xg-850-w-80-gold-certified-fully-modular-atx-power-supply-sf-850f14xg,4,0,Black,2,80+ Gold,FALSE,150,Super Flower,Full,0,1,4,0,0,SF-850F14XG,12,ATX,850
Lian Li Edge Gold 1200 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/tw62FT/lian-li-edge-gold-1200-w-80-gold-certified-fully-modular-atx-power-supply-eg1200g-black,6,0,Black,2,80+ Gold,FALSE,182,Lian Li,Full,0,1,7,0,0,EG1200G Black,10,ATX,1200
Seasonic Vertex Px-750 750 W 80+ Platinum Certified Fully Modular Atx,https://pcpartpicker.com/product/xVt9TW/seasonic-vertex-px-750-750-w-80-platinum-certified-fully-modular-atx-power-supply-vertex-px-750,3,0,Black / Silver,2,80+ Platinum,FALSE,160,Seasonic,Full,0,1,2,0,0,VERTEX PX-750,14,ATX,750
Lian Li Edge Gold 1000 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/H6sMnQ/lian-li-edge-gold-1000-w-80-gold-certified-fully-modular-atx-power-supply-eg1000g-black,6,0,Black,2,80+ Gold,FALSE,182,Lian Li,Full,0,1,5,0,0,EG1000G Black,10,ATX,1000
Fractal Design Ion+ 2 Platinum 860 W 80+ Platinum Certified Fully Modular Atx,https://pcpartpicker.com/product/CRmmP6/fractal-design-ion-2-platinum-860-w-80-platinum-certified-fully-modular-atx-power-supply-fd-p-ia2p-860,4,0,Black,2,80+ Platinum,FALSE,150,Fractal Design,Full,0,0,4,0,0,FD-P-IA2P-860,6,ATX,860
Thermaltake Toughpower Sfx 1000 W 80+ Platinum Certified Fully Modular Sfx,https://pcpartpicker.com/product/3vgrxr/thermaltake-toughpower-sfx-1000-w-80-platinum-certified-fully-modular-sfx-power-supply-ps-stp-1000fnfapu-1,4,0,Black,2,80+ Platinum,FALSE,104,Thermaltake,Full,0,1,4,0,0,PS-STP-1000FNFAPU-1,8,SFX,1000
Thermaltake Smart Bm2 750 W 80+ Bronze Certified Semi-Modular Atx,https://pcpartpicker.com/product/rfqBD3/thermaltake-smart-bm2-750-w-80-bronze-certified-semi-modular-atx-power-supply-ps-spd-0750mnfabu-1,4,0,Black,2,80+ Bronze,FALSE,160,Thermaltake,Semi,0,0,4,0,0,PS-SPD-0750MNFABU-1,9,ATX,750
Msi Mag A650Be 650 W 80+ Bronze Certified Semi-Modular Atx,https://pcpartpicker.com/product/yc26Mp/msi-mag-a650be-650-w-80-bronze-certified-semi-modular-atx-power-supply-mag-a650be,3,0,Black,2,80+ Bronze,FALSE,140,Msi,Semi,0,0,2,0,0,MAG A650BE,6,ATX,650
Seasonic Focus Gx 550 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/3H2bt6/seasonic-focus-gx-550-w-80-gold-certified-fully-modular-atx-power-supply-focus-gx-550,3,0,Black,2,80+ Gold,FALSE,140,Seasonic,Full,0,0,2,0,0,FOCUS-GX-550,10,ATX,550
Seasonic Vertex Gx 1200 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/YhNYcf/seasonic-vertex-gx-1200-w-80-gold-certified-fully-modular-atx-power-supply-vertex-gx-1200-white,3,0,White,2,80+ Gold,FALSE,160,Seasonic,Full,0,1,3,0,0,VERTEX GX-1200 White,18,ATX,1200
Seasonic Focus Gx 850 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/7v3mP6/seasonic-focus-gx-850-w-80-gold-certified-fully-modular-atx-power-supply-focus-gx-850,5,0,Black,2,80+ Gold,FALSE,140,Seasonic,Full,0,0,6,0,0,FOCUS-GX-850,10,ATX,850
Lian Li Edge Gold 1000 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/pyXMnQ/lian-li-edge-gold-1000-w-80-gold-certified-fully-modular-atx-power-supply-eg1000g-white,6,0,White,2,80+ Gold,FALSE,182,Lian Li,Full,0,1,5,0,0,EG1000G White,10,ATX,1000
Cooler Master V Sfx Platinum 1100 W 80+ Platinum Certified Fully Modular Sfx,https://pcpartpicker.com/product/V2RwrH/cooler-master-v-sfx-platinum-1100-w-80-platinum-certified-fully-modular-sfx-power-supply-mpz-b001-sfap-bus,4,0,Black,2,80+ Platinum,FALSE,100,Cooler Master,Full,0,1,3,0,0,MPZ-B001-SFAP-BUS,8,SFX,1100
Lian Li Edge 850 W 80+ Platinum Certified Fully Modular Atx,https://pcpartpicker.com/product/TxpQzy/lian-li-edge-850-w-80-platinum-certified-fully-modular-atx-power-supply-eg850,4,0,Black,2,80+ Platinum,FALSE,182,Lian Li,Full,0,1,3,0,0,EG850,12,ATX,850
Corsair Cx (2023) 650 W 80+ Bronze Certified Atx,https://pcpartpicker.com/product/nNTZxr/corsair-cx-2023-650-w-80-bronze-certified-atx-power-supply-cp-9020278-na,2,0,Black,1,80+ Bronze,FALSE,125,Corsair,No,0,0,2,0,0,CP-9020278-NA,3,ATX,650
Cougar Gx-F 550 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/8vqhP6/cougar-gx-f-550-w-80-gold-certified-fully-modular-atx-power-supply-gxf550,3,0,Black,1,80+ Gold,FALSE,150,Cougar,Full,0,0,2,0,0,GXF550,6,ATX,550
Asus Rog Strix 850 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/MGzFf7/asus-rog-strix-850-w-80-gold-certified-fully-modular-atx-power-supply-rog-strix-850g-white,6,0,White,2,80+ Gold,FALSE,160,Asus,Full,0,0,6,0,0,ROG-STRIX-850G-WHITE,8,ATX,850
Super Flower Leadex Iii Argb 850 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/ffCFf7/super-flower-leadex-iii-argb-850-w-80-gold-certified-fully-modular-atx-power-supply-sf-850f14rg,4,0,White,2,80+ Gold,FALSE,160,Super Flower,Full,0,0,6,0,0,SF-850F14RG,9,ATX,850
Phanteks Revolt Sfx 650 W 80+ Gold Certified Fully Modular Sfx,https://pcpartpicker.com/product/N3wmP6/phanteks-revolt-sfx-650-w-80-gold-certified-fully-modular-sfx-power-supply-ph-p650gsf,1,0,Black,2,80+ Gold,FALSE,100,Phanteks,Full,0,0,4,0,0,PH-P650GSF,11,SFX,650
Phanteks Revolt Sfx 850 W 80+ Platinum Certified Fully Modular Sfx,https://pcpartpicker.com/product/dXHqqs/phanteks-revolt-sfx-850-w-80-platinum-certified-fully-modular-sfx-power-supply-ph-p850psf_02,1,0,Black,2,80+ Platinum,FALSE,100,Phanteks,Full,0,1,5,0,0,PH-P850PSF_02,9,SFX,850
Thermaltake Toughpower Sfx 1000 W 80+ Gold Certified Fully Modular Sfx,https://pcpartpicker.com/product/wRfnTW/thermaltake-toughpower-sfx-1000-w-80-gold-certified-fully-modular-sfx-power-supply-ps-stp-1000fnfagu-1,4,0,Black,2,80+ Gold,FALSE,126,Thermaltake,Full,0,1,4,0,0,PS-STP-1000FNFAGU-1,8,SFX,1000
Lian Li Edge 1300 W 80+ Platinum Certified Fully Modular Atx,https://pcpartpicker.com/product/YYkH99/lian-li-edge-1300-w-80-platinum-certified-fully-modular-atx-power-supply-eg1300,4,0,Black,2,80+ Platinum,FALSE,182,Lian Li,Full,0,1,4,0,0,EG1300,12,ATX,1300
Asus Rog Strix 750 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/CRVG3C/asus-rog-strix-750-w-80-gold-certified-fully-modular-atx-power-supply-rog-strix-750g,3,0,Black / Red,2,80+ Gold,FALSE,160,Asus,Full,0,0,4,0,0,ROG-STRIX-750G,8,ATX,750
Adata Xpg Core Reactor Ii 850 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/qrgrxr/adata-xpg-core-reactor-ii-850-w-80-gold-certified-fully-modular-atx-power-supply-corereactorii850g-whcus,4,0,White,2,80+ Gold,FALSE,140,Adata,Full,0,1,6,0,0,COREREACTORII850G-WHCUS,8,ATX,850
Be Quiet! Dark Power Pro 12 1500 W 80+ Titanium Certified Fully Modular Atx,https://pcpartpicker.com/product/sdRgXL/be-quiet-dark-power-pro-12-1500-w-80-titanium-certified-fully-modular-atx-power-supply-bn647,8,0,Black,2,80+ Titanium,FALSE,200,Be Quiet!,Full,0,0,10,0,0,BN647,16,ATX,1500
Enhance Enp-7660 600 W 80+ Platinum Certified Flex Atx,https://pcpartpicker.com/product/YXm323/enhance-600-w-80-platinum-certified-flex-atx-power-supply-enp-7660,3,0,Black,1,80+ Platinum,FALSE,150,Enhance,No,0,0,2,0,0,ENP-7660,4,,600
Antec High Current Gamer Gold 650 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/fndxFT/antec-high-current-gamer-gold-650w-80-gold-certified-fully-modular-atx-power-supply-hcg650-gold,3,0,Black,1,80+ Gold,FALSE,140,Antec,Full,0,0,4,0,0,HCG650 Gold,8,ATX,650
"Fsp Group Hydro Ptm X Pro,Gen5 1000 W 80+ Platinum Certified Fully Modular Atx",https://pcpartpicker.com/product/p3NYcf/fsp-group-hydro-ptm-x-progen5-1000-w-80-platinum-certified-fully-modular-atx-power-supply-hpt3-1000m-g5,3,0,Black,2,80+ Platinum,FALSE,130,Fsp Group,Full,0,1,4,0,0,HPT3-1000M-G5,12,ATX,1000
Montech Apx 650 W 80+ Certified Atx,https://pcpartpicker.com/product/hcbypg/montech-apx-650-w-80-certified-atx-power-supply-apx-650w,3,0,Black,2,80+,FALSE,140,Montech,No,0,0,2,0,0,APX 650W,6,ATX,650
Thermaltake Toughpower Gf1 Pe 650 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/zDMTwP/thermaltake-toughpower-gf1-pe-650-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0650fnfagu-1,4,0,Black,1,80+ Gold,FALSE,160,Thermaltake,Full,0,0,4,0,0,PS-TPD-0650FNFAGU-1,9,ATX,650
Thermaltake Toughpower Gf3 Tt Premium 1200 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/CnYmP6/thermaltake-toughpower-gf3-tt-premium-1200-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-1200fnfagu-4,4,0,Black,2,80+ Gold,FALSE,160,Thermaltake,Full,0,1,4,0,0,PS-TPD-1200FNFAGU-4,12,ATX,1200
Lian Li Edge 1300 W 80+ Platinum Certified Fully Modular Atx,https://pcpartpicker.com/product/6X4Zxr/lian-li-edge-1300-w-80-platinum-certified-fully-modular-atx-power-supply-eg1300-white,4,0,White,2,80+ Platinum,FALSE,182,Lian Li,Full,0,1,4,0,0,EG1300 White,12,ATX,1300
Montech Titan Gold 1000W 1000 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/nWM48d/montech-titan-gold-1000w-1000-w-80-gold-certified-fully-modular-atx-power-supply-titan-gold-1000w,4,0,Black,4,80+ Gold,FALSE,160,Montech,Full,0,1,5,0,0,TITAN GOLD 1000W,12,ATX,1000
Asus Rog Strix Aura Edition 1200 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/Tv26Mp/asus-rog-strix-aura-edition-1200-w-80-gold-certified-fully-modular-atx-power-supply-90ye00p0-b0na00,4,0,Black,2,80+ Gold,FALSE,180,Asus,Full,0,1,4,0,0,90YE00P0-B0NA00,5,ATX,1200
Thermaltake Toughpower Sfx 850 W 80+ Platinum Certified Fully Modular Sfx,https://pcpartpicker.com/product/FqDQzy/thermaltake-toughpower-sfx-850-w-80-platinum-certified-fully-modular-sfx-power-supply-ps-stp-0850fnfapu-1,4,0,Black,2,80+ Platinum,FALSE,104,Thermaltake,Full,0,1,2,0,0,PS-STP-0850FNFAPU-1,8,SFX,850
Fractal Design Anode Bronze 450 W 80+ Bronze Certified Sfx,https://pcpartpicker.com/product/gD92FT/fractal-design-anode-bronze-450-w-80-bronze-certified-sfx-power-supply-fd-p-as2b-450,0,0,Black,1,80+ Bronze,FALSE,100,Fractal Design,No,0,0,2,0,0,FD-P-AS2B-450,3,SFX,450
Apevia Galaxy 650 W 80+ Gold Certified Semi-Modular Atx,https://pcpartpicker.com/product/cN26Mp/apevia-galaxy-650-w-80-gold-certified-semi-modular-atx-power-supply-atx-gx650w,4,0,Black,2,80+ Gold,FALSE,160,Apevia,Semi,0,0,4,0,0,ATX-GX650W,4,ATX,650
Corsair Cx (2023) 750 W 80+ Bronze Certified Atx,https://pcpartpicker.com/product/NBYRsY/corsair-cx-2023-750-w-80-bronze-certified-atx-power-supply-cp-9020279-na,2,0,Black,1,80+ Bronze,FALSE,125,Corsair,No,0,0,3,0,0,CP-9020279-NA,3,ATX,750
Thermaltake Toughpower 650 W 80+ Gold Certified Semi-Modular Atx,https://pcpartpicker.com/product/3wGkcf/thermaltake-toughpower-650-w-80-gold-certified-semi-modular-atx-power-supply-ps-tpd-0650mpcgus-1,4,0,Black,1,80+ Gold,FALSE,140,Thermaltake,Semi,0,0,4,0,0,PS-TPD-0650MPCGUS-1,12,ATX,650
"Fsp Group Hydro Ptm X Pro,Gen5 1200 W 80+ Platinum Certified Fully Modular Atx",https://pcpartpicker.com/product/tWJp99/fsp-group-hydro-ptm-x-progen5-1200-w-80-platinum-certified-fully-modular-atx-power-supply-hpt3-1200m-g5,3,0,Black,2,80+ Platinum,FALSE,130,Fsp Group,Full,0,1,4,0,0,HPT3-1200M-G5,12,ATX,1200
Thermaltake Toughpower Gf3 Tt Premium 750 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/hCGbt6/thermaltake-toughpower-gf3-tt-premium-750-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0750fnfagu-4,4,0,Black,2,80+ Gold,FALSE,160,Thermaltake,Full,0,1,4,0,0,PS-TPD-0750FNFAGU-4,12,ATX,750
