component_name,component_link,Capacity,Form_Factor,Full_Disk_Write_Throughput,Full_Disk_Write_Throughput_Lowest_10_Seconds,Interface,Manufacturer,NVME,Part__,Price_GB,Random_Read_Throughput_QD1,Random_Read_Throughput_QD32,Random_Write_Throughput_QD1,Random_Write_Throughput_QD32,SSD_NAND_Flash_Type,Sequential_Read_Throughput_QD1,Sequential_Read_Throughput_QD4,Sequential_Write_Throughput_QD1,Sequential_Write_Throughput_QD4,Type
Seagate Firecuda 540 2 Tb M.2-2280 Pcie 5.0 X4 Nvme Ssd,https://pcpartpicker.com/product/pkwmP6/seagate-firecuda-540-2-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-zp2000gm3a004,2000,M.2 2280,,,PCIe 5.0 x4,Seagate,TRUE,ZP2000GM3A004,0.115,,,,,3D TLC,,,,,SSD
Western Digital Wd_Black Sn850X 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/crKKHx/western-digital-wd_black-sn850x-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds200t2x0e,2000,M.2 2280,,,PCIe 4.0 x4,Western Digital,TRUE,WDS200T2X0E,0.074,,,,,,,,,,SSD
Teamgroup Ms30 1 Tb M.2-2280 Sata Ssd,https://pcpartpicker.com/product/XZhKHx/team-ms30-1-tb-m2-2280-solid-state-drive-tm8ps7001t0c101,1000,M.2 2280,,,M.2 SATA,Teamgroup,FALSE,TM8PS7001T0C101,0.053,,,,,,,,,,SSD
Teamgroup T-Force Cardea A440 Pro 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/X9vdnQ/teamgroup-t-force-cardea-a440-pro-1-tb-m2-2280-nvme-solid-state-drive-tm8fpr001t0c129,1000,M.2 2280,,,PCIe 4.0 x4,Teamgroup,TRUE,TM8FPR001T0C129,,,,,,,,,,,SSD
Silicon Power Ud90 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/f4cG3C/silicon-power-ud90-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sp02kgbp44ud9005,2000,M.2 2280,,,PCIe 4.0 x4,Silicon Power,TRUE,SP02KGBP44UD9005,0.047,,,,,,,,,,SSD
Kingston Nv2 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/FnYmP6/kingston-nv2-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-snv2s1000g,1000,M.2 2280,,,PCIe 4.0 x4,Kingston,TRUE,SNV2S/1000G,0.067,,,,,,,,,,SSD
Western Digital Wd_Black Sn850X 4 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/yBC48d/western-digital-wd_black-sn850x-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds400t2x0e,4000,M.2 2280,,,PCIe 4.0 x4,Western Digital,TRUE,WDS400T2X0E,0.071,,,,,,,,,,SSD
Teamgroup Mp33 512 Gb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/Brvqqs/team-mp33-512-gb-m2-2280-nvme-solid-state-drive-tm8fp6512g0c101,512,M.2 2280,,,PCIe 3.0 x4,Teamgroup,TRUE,TM8FP6512G0C101,0.072,,,,,,,,,,SSD
Teamgroup Mp44L 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/2x4Ycf/teamgroup-mp44l-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpk001t0c101,1000,M.2 2280,,,PCIe 4.0 x4,Teamgroup,TRUE,TM8FPK001T0C101,0.06,,,,,,,,,,SSD
Fanxiang S880 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/XC9wrH/fanxiang-s880-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-1tb-ssd-m2-s880,1000,M.2 2280,,,PCIe 4.0 x4,Fanxiang,TRUE,1TB - SSD - M.2 - S880,0.06,,,,,,,,,,SSD
Crucial T705 2 Tb M.2-2280 Pcie 5.0 X4 Nvme Ssd,https://pcpartpicker.com/product/WVP8TW/crucial-t705-2-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct2000t705ssd3,2000,M.2 2280,,,PCIe 5.0 x4,Crucial,TRUE,CT2000T705SSD3,0.115,,,,,,,,,,SSD
Crucial P3 Plus 4 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/PPpzK8/crucial-p3-plus-4-tb-m2-2280-nvme-solid-state-drive-ct4000p3pssd8,4000,M.2 2280,,,PCIe 4.0 x4,Crucial,TRUE,CT4000P3PSSD8,0.055,,,,,,,,,,SSD
Western Digital Black Sn770 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/YVytt6/western-digital-1-tb-m2-2280-nvme-solid-state-drive-wds100t3x0e,1000,M.2 2280,,,PCIe 4.0 x4,Western Digital,TRUE,WDS100T3X0E,0.069,,,,,3D TLC,,,,,SSD
Lexar Nm620 1 Tb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/VHM48d/lexar-nm620-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-lnm620x001t-rnnng,1000,M.2 2280,,,PCIe 3.0 x4,Lexar,TRUE,LNM620X001T-RNNNG,0.058,,,,,3D TLC,,,,,SSD
"Crucial Bx500 1 Tb 2.5"" Ssd",https://pcpartpicker.com/product/LFZzK8/crucial-bx500-1-tb-25-solid-state-drive-ct1000bx500ssd1,1000,"2.5""",,,SATA 6.0 Gb/s,Crucial,FALSE,CT1000BX500SSD1,0.06,,,,,,,,,,SSD
Lexar Nm790 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/TspQzy/lexar-nm790-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lnm790x002t-rnnng,2000,M.2 2280,,,PCIe 4.0 x4,Lexar,TRUE,LNM790X002T-RNNNG,0.065,,,,,,,,,,SSD
Samsung 990 Evo Plus 2 Tb M.2-2280 Pcie 5.0 X2 Nvme Ssd,https://pcpartpicker.com/product/hpqrxr/samsung-990-evo-plus-2-tb-m2-2280-pcie-50-x2-nvme-solid-state-drive-mz-v9s2t0bw,2000,M.2 2280,,,PCIe 5.0 x2,Samsung,TRUE,MZ-V9S2T0BW,0.07,,,,,,,,,,SSD
Crucial P3 Plus 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/chzhP6/crucial-p3-plus-1-tb-m2-2280-nvme-solid-state-drive-ct1000p3pssd8,1000,M.2 2280,,,PCIe 4.0 x4,Crucial,TRUE,CT1000P3PSSD8,0.062,,,,,,,,,,SSD
Teamgroup T-Force Cardea A440 Pro 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/CdYmP6/teamgroup-t-force-cardea-a440-pro-2-tb-m2-2280-nvme-solid-state-drive-tm8fpr002t0c129,2000,M.2 2280,,,PCIe 4.0 x4,Teamgroup,TRUE,TM8FPR002T0C129,,,,,,,,,,,SSD
Kingston Nv2 500 Gb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/QvpzK8/kingston-nv2-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-snv2s500g,500,M.2 2280,,,PCIe 4.0 x4,Kingston,TRUE,SNV2S/500G,,,,,,,,,,,SSD
Adata Xpg Gammix S70 Blade 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/qCqPxr/adata-xpg-gammix-s70-blade-2-tb-m2-2280-nvme-solid-state-drive-agammixs70b-2t-cs,2000,M.2 2280,,,PCIe 4.0 x4,Adata,TRUE,AGAMMIXS70B-2T-CS,0.063,,,,,,,,,,SSD
Crucial T700 2 Tb M.2-2280 Pcie 5.0 X4 Nvme Ssd,https://pcpartpicker.com/product/8hkH99/crucial-t700-2-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct2000t700ssd3,2000,M.2 2280,,,PCIe 5.0 x4,Crucial,TRUE,CT2000T700SSD3,0.11,,,,,,,,,,SSD
"Seagate Firecuda 120 500 Gb 2.5"" Ssd",https://pcpartpicker.com/product/bpZzK8/seagate-firecuda-120-500-gb-25-solid-state-drive-za500gm10001,500,"2.5""",,,SATA 6.0 Gb/s,Seagate,FALSE,ZA500GM10001,0.33,,,,,,,,,,SSD
Western Digital Black Sn770 500 Gb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/nWC48d/western-digital-500-gb-m2-2280-nvme-solid-state-drive-wds500g3x0e,500,M.2 2280,,,PCIe 4.0 x4,Western Digital,TRUE,WDS500G3X0E,0.1,,,,,3D TLC,,,,,SSD
Western Digital Blue Sn550 1 Tb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/BhmFf7/western-digital-blue-sn550-1-tb-m2-2280-nvme-solid-state-drive-wds100t2b0c,1000,M.2 2280,,,PCIe 3.0 x4,Western Digital,TRUE,WDS100T2B0C,0.127,,,,,,,,,,SSD
Lexar Nm790 4 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/cDJp99/lexar-nm790-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lnm790x004t-rnnng,4000,M.2 2280,,,PCIe 4.0 x4,Lexar,TRUE,LNM790X004T-RNNNG,0.062,,,,,,,,,,SSD
Crucial T500 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/M8yH99/crucial-t500-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ct2000t500ssd8,2000,M.2 2280,,,PCIe 4.0 x4,Crucial,TRUE,CT2000T500SSD8,0.074,,,,,,,,,,SSD
"Samsung 850 Evo 500 Gb 2.5"" Ssd",https://pcpartpicker.com/product/FrH48d/samsung-internal-hard-drive-mz75e500bam,500,"2.5""",,,SATA 6.0 Gb/s,Samsung,FALSE,MZ-75E500B/AM,,,,,,,,,,,SSD
Samsung 980 250 Gb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/VMbTwP/samsung-980-250-gb-m2-2280-nvme-solid-state-drive-mz-v8v250bam,250,M.2 2280,,,PCIe 3.0 x4,Samsung,TRUE,MZ-V8V250B/AM,0.227,,,,,,,,,,SSD
"Samsung 870 Qvo 1 Tb 2.5"" Ssd",https://pcpartpicker.com/product/37FKHx/samsung-870-qvo-1-tb-25-solid-state-drive-mz-77q1t0bam,1000,"2.5""",,,SATA 6.0 Gb/s,Samsung,FALSE,MZ-77Q1T0B/AM,0.108,,,,,,,,,,SSD
Samsung 980 500 Gb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/m6rRsY/samsung-980-500-gb-m2-2280-nvme-solid-state-drive-mz-v8v500bam,500,M.2 2280,,,PCIe 3.0 x4,Samsung,TRUE,MZ-V8V500B/AM,0.134,,,,,,,,,,SSD
Verbatim Vi7000G 4 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/XpWJ7P/verbatim-vi7000g-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-49369,4000,M.2 2280,,,PCIe 4.0 x4,Verbatim,TRUE,49369,0.062,,,,,,,,,,SSD
Western Digital Wd_Black Sn850X 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/DyhFf7/western-digital-wd_black-sn850x-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds100t2x0e,1000,M.2 2280,,,PCIe 4.0 x4,Western Digital,TRUE,WDS100T2X0E,0.095,,,,,,,,,,SSD
Silicon Power Ud90 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/4kpzK8/silicon-power-ud90-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sp01kgbp44ud9005,1000,M.2 2280,,,PCIe 4.0 x4,Silicon Power,TRUE,SP01KGBP44UD9005,0.062,,,,,,,,,,SSD
Solidigm P44 Pro 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/vrTp99/solidigm-p44-pro-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ssdpfkkw010x7x1,1000,M.2 2280,,,PCIe 4.0 x4,Solidigm,TRUE,SSDPFKKW010X7X1,0.13,,,,,,,,,,SSD
Pny Cs2150 1 Tb M.2-2280 Pcie 5.0 X4 Nvme Ssd,https://pcpartpicker.com/product/pcfV3C/pny-cs2150-1-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-m280cs2150-1tb-tb,1000,M.2 2280,,,PCIe 5.0 x4,Pny,TRUE,M280CS2150-1TB-TB,0.095,,,,,,,,,,SSD
Silicon Power A60 1 Tb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/7tCFf7/silicon-power-a60-1-tb-m2-2280-nvme-solid-state-drive-sp001tbp34a60m28,1000,M.2 2280,,,PCIe 3.0 x4,Silicon Power,TRUE,SP001TBP34A60M28,0.053,,,,,,,,,,SSD
Kingston Nv3 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/gdBzK8/kingston-nv3-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-snv3s2000g,2000,M.2 2280,,,PCIe 4.0 x4,Kingston,TRUE,SNV3S/2000G,0.058,,,,,,,,,,SSD
Corsair Mp600 Pro Lpx 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/txjBD3/corsair-mp600-pro-lpx-1-tb-m2-2280-nvme-solid-state-drive-cssd-f1000gbmp600plp,1000,M.2 2280,,,PCIe 4.0 x4,Corsair,TRUE,CSSD-F1000GBMP600PLP,0.095,,,,,,,,,,SSD
Intel 660P 1.02 Tb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/9nhKHx/intel-660p-series-1tb-m2-2280-solid-state-drive-ssdpeknw010t8x1,1020,M.2 2280,,,PCIe 3.0 x4,Intel,TRUE,SSDPEKNW010T8X1,0.097,,,,,,,,,,SSD
Kingston Kc3000 1.024 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/ccFbt6/kingston-kc3000-1024-tb-m2-2280-nvme-solid-state-drive-skc3000s1024g,1024,M.2 2280,,,PCIe 4.0 x4,Kingston,TRUE,SKC3000S/1024G,0.093,,,,,,,,,,SSD
Samsung 990 Evo 2 Tb M.2-2280 Pcie 5.0 X2 Nvme Ssd,https://pcpartpicker.com/product/kFrqqs/samsung-990-evo-2-tb-m2-2280-pcie-50-x2-nvme-solid-state-drive-mz-v9e2t0bam,2000,M.2 2280,,,PCIe 5.0 x2,Samsung,TRUE,MZ-V9E2T0B/AM,0.065,,,,,,,,,,SSD
Western Digital Blue Sn580 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/rqhv6h/western-digital-blue-sn580-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds100t3b0e,1000,M.2 2280,,,PCIe 4.0 x4,Western Digital,TRUE,WDS100T3B0E,0.062,,,,,,,,,,SSD
Western Digital Black Sn850 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/W69tt6/western-digital-black-sn850-1-tb-m2-2280-nvme-solid-state-drive-wds100t1x0e,1000,M.2 2280,,,PCIe 4.0 x4,Western Digital,TRUE,WDS100T1X0E,0.128,,,,,,,,,,SSD
Western Digital Black Sn770 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/4KRYcf/western-digital-2-tb-m2-2280-nvme-solid-state-drive-wds200t3x0e,2000,M.2 2280,,,PCIe 4.0 x4,Western Digital,TRUE,WDS200T3X0E,0.062,,,,,3D TLC,,,,,SSD
"Teamgroup T-Force Delta Max White Rgb Lite 1 Tb 2.5"" Ssd",https://pcpartpicker.com/product/zvGbt6/teamgroup-delta-max-white-rgb-lite-1-tb-25-solid-state-drive-t253tm001t0c425,1000,"2.5""",,,SATA 6.0 Gb/s,Teamgroup,FALSE,T253TM001T0C425,0.046,,,,,,,,,,SSD
Samsung 980 1 Tb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/mKBG3C/samsung-980-1-tb-m2-2280-nvme-solid-state-drive-mz-v8v1t0bam,1000,M.2 2280,,,PCIe 3.0 x4,Samsung,TRUE,MZ-V8V1T0B/AM,0.106,,,,,,,,,,SSD
"Corsair Force Le 240 Gb 2.5"" Ssd",https://pcpartpicker.com/product/GGL7YJ/corsair-internal-hard-drive-cssdf240gbleb,240,"2.5""",,,SATA 6.0 Gb/s,Corsair,FALSE,CSSD-F240GBLEB,,,,,,,,,,,SSD
Crucial P2 2 Tb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/QggQzy/crucial-p2-2-tb-m2-2280-nvme-solid-state-drive-ct2000p2ssd8,2000,M.2 2280,,,PCIe 3.0 x4,Crucial,TRUE,CT2000P2SSD8,0.1,,,,,,,,,,SSD
Western Digital Blue Sn580 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/266NnQ/western-digital-blue-sn580-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds200t3b0e,2000,M.2 2280,,,PCIe 4.0 x4,Western Digital,TRUE,WDS200T3B0E,0.055,,,,,,,,,,SSD
Inland Premium 1 Tb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/4XjJ7P/inland-professional-1-tb-m2-2280-solid-state-drive-1tb-nvme-premiu,1000,M.2 2280,,,PCIe 3.0 x4,Inland,TRUE,1TB NVME PREMIU,,,,,,,,,,,SSD
Msi Spatium M450 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/XzgFf7/msi-spatium-m450-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sm450n1tb,1000,M.2 2280,,,PCIe 4.0 x4,Msi,TRUE,SM450N1TB,,,,,,,,,,,SSD
Western Digital Blue Sn570 1 Tb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/3dvdnQ/western-digital-blue-sn570-1-tb-m2-2280-nvme-solid-state-drive-wds100t3b0c,1000,M.2 2280,,,PCIe 3.0 x4,Western Digital,TRUE,WDS100T3B0C,0.135,,,,,,,,,,SSD
Msi Spatium M482 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/T6bRsY/msi-spatium-m482-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-spatium-m482-pcie-40-nvme-m2-2tb,2000,M.2 2280,,,PCIe 4.0 x4,Msi,TRUE,SPATIUM-M482-PCIe-4.0-NVMe-M.2-2TB,0.065,,,,,,,,,,SSD
Kingston Nv2 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/3QXJ7P/kingston-nv2-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-snv2s2000g,2000,M.2 2280,,,PCIe 4.0 x4,Kingston,TRUE,SNV2S/2000G,0.058,,,,,,,,,,SSD
Netac Nv7000-T 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/mL7scf/netac-nv7000-t-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-nt01nv7000t-2t0-e4x,2000,M.2 2280,,,PCIe 4.0 x4,Netac,TRUE,NT01NV7000t-2T0-E4X,0.081,,,,,3D NAND,,,,,SSD
Inland Performance Plus 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/cqZ9TW/inland-performance-plus-2-tb-m2-2280-nvme-solid-state-drive-329466,2000,M.2 2280,,,PCIe 4.0 x4,Inland,TRUE,329466,0.067,,,,,3D TLC,,,,,SSD
Patriot P300 512 Gb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/2T848d/patriot-p300-512-gb-m2-2280-nvme-solid-state-drive-p300p512gm28,512,M.2 2280,,,PCIe 3.0 x4,Patriot,TRUE,P300P512GM28,0.064,,,,,,,,,,SSD
"Samsung 850 Evo 250 Gb 2.5"" Ssd",https://pcpartpicker.com/product/3kL7YJ/samsung-internal-hard-drive-mz75e250bam,250,"2.5""",,,SATA 6.0 Gb/s,Samsung,FALSE,MZ-75E250B/AM,,,,,,,,,,,SSD
"Crucial Mx300 275 Gb 2.5"" Ssd",https://pcpartpicker.com/product/rrvZxr/crucial-mx300-275gb-25-solid-state-drive-ct275mx300ssd1,275,"2.5""",,,SATA 6.0 Gb/s,Crucial,FALSE,CT275MX300SSD1,0.582,,,,,,,,,,SSD
Intel 660P 2.048 Tb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/7MQG3C/intel-660p-series-2tb-m2-2280-solid-state-drive-ssdpeknw020t8x1,2048,M.2 2280,,,PCIe 3.0 x4,Intel,TRUE,SSDPEKNW020T8X1,0.097,,,,,,,,,,SSD
Lexar Nq790 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/4wHqqs/lexar-nq790-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lnq790x002t-rnnnu,2000,M.2 2280,,,PCIe 4.0 x4,Lexar,TRUE,LNQ790X002T-RNNNU,0.075,,,,,,,,,,SSD
"Crucial Mx300 525 Gb 2.5"" Ssd",https://pcpartpicker.com/product/2VWrxr/crucial-mx300-525gb-25-solid-state-drive-ct525mx300ssd1,525,"2.5""",,,SATA 6.0 Gb/s,Crucial,FALSE,CT525MX300SSD1,0.343,,,,,,,,,,SSD
Kingston Fury Renegade 4 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/3M2WGX/kingston-fury-renegade-4-tb-m2-2280-nvme-solid-state-drive-sfyrd4000g,4000,M.2 2280,,,PCIe 4.0 x4,Kingston,TRUE,SFYRD/4000G,0.076,,,,,,,,,,SSD
Crucial P3 Plus 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/yGZ9TW/crucial-p3-plus-2-tb-m2-2280-nvme-solid-state-drive-ct2000p3pssd8,2000,M.2 2280,,,PCIe 4.0 x4,Crucial,TRUE,CT2000P3PSSD8,0.062,,,,,,,,,,SSD
"Patriot Burst Elite 240 Gb 2.5"" Ssd",https://pcpartpicker.com/product/NshFf7/patriot-burst-elite-240-gb-25-solid-state-drive-pbe240gs25ssdr,240,"2.5""",,,SATA 6.0 Gb/s,Patriot,FALSE,PBE240GS25SSDR,0.071,,,,,,,,,,SSD
Western Digital Wd_Black Sn850X 8 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/mzJp99/western-digital-wd_black-sn850x-8-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds800t2x0e,8000,M.2 2280,,,PCIe 4.0 x4,Western Digital,TRUE,WDS800T2X0E,0.077,,,,,,,,,,SSD
Lexar Nm610Pro 2 Tb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/YC88TW/lexar-nm610pro-2-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-lnm610p002t-rnnng,2000,M.2 2280,,,PCIe 3.0 x4,Lexar,TRUE,LNM610P002T-RNNNG,,,,,,,,,,,SSD
