component_name,component_link,Capacity,Form_Factor,Full_Disk_Write_Throughput,Full_Disk_Write_Throughput_Lowest_10_Seconds,Interface,Manufacturer,NVME,Part__,Price_GB,Random_Read_Throughput_QD1,Random_Read_Throughput_QD32,Random_Write_Throughput_QD1,Random_Write_Throughput_QD32,SSD_NAND_Flash_Type,Sequential_Read_Throughput_QD1,Sequential_Read_Throughput_QD4,Sequential_Write_Throughput_QD1,Sequential_Write_Throughput_QD4,Type
Western Digital Blue Sn570 500 Gb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/9FH7YJ/western-digital-blue-sn570-500-gb-m2-2280-nvme-solid-state-drive-wds500g3b0c,500,M.2 2280,,,PCIe 3.0 x4,Western Digital,TRUE,WDS500G3B0C,0.152,,,,,,,,,,SSD
Crucial P5 1 Tb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/yTTzK8/crucial-p5-1-tb-m2-2280-nvme-solid-state-drive-ct1000p5ssd8,1000,M.2 2280,,,PCIe 3.0 x4,Crucial,TRUE,CT1000P5SSD8,,,,,,,,,,,SSD
"Western Digital Blue 500 Gb 2.5"" Ssd",https://pcpartpicker.com/product/LRkj4D/western-digital-blue-500gb-25-solid-state-drive-wds500g2b0a,500,"2.5""",,,SATA 6.0 Gb/s,Western Digital,FALSE,WDS500G2B0A,0.14,,,,,,,,,,SSD
Sk Hynix Platinum P41 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/yGTp99/sk-hynix-platinum-p41-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-shpp41-2000gm-2,2000,M.2 2280,,,PCIe 4.0 x4,Sk Hynix,TRUE,SHPP41-2000GM-2,0.062,,,,,,,,,,SSD
"Pny Cs900 500 Gb 2.5"" Ssd",https://pcpartpicker.com/product/XshmP6/pny-cs900-500-gb-25-solid-state-drive-ssd7cs900-500-rb,500,"2.5""",,,SATA 6.0 Gb/s,Pny,FALSE,SSD7CS900-500-RB,0.068,,,,,,,,,,SSD
"Western Digital Green 480 Gb 2.5"" Ssd",https://pcpartpicker.com/product/YC7G3C/western-digital-green-480-gb-25-solid-state-drive-wds480g3g0a,480,"2.5""",,,SATA 6.0 Gb/s,Western Digital,FALSE,WDS480G3G0A,0.083,,,,,,,,,,SSD
"Orico Y-20 512 Gb 2.5"" Ssd",https://pcpartpicker.com/product/DHBFf7/orico-y-20-512-gb-25-solid-state-drive-y20-512gb,512,"2.5""",,,SATA 6.0 Gb/s,Orico,FALSE,Y20-512GB,0.059,,,,,,,,,,SSD
Patriot Viper Vp4300 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/xW3gXL/patriot-viper-vp4300-2-tb-m2-2280-nvme-solid-state-drive-vp4300-2tbm28h,2000,M.2 2280,,,PCIe 4.0 x4,Patriot,TRUE,VP4300-2TBM28H,0.06,,,,,,,,,,SSD
Kingspec Xg7000 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/Dgqrxr/kingspec-xg7000-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-xg-7000-2tb,2000,M.2 2280,,,PCIe 4.0 x4,Kingspec,TRUE,XG 7000-2TB,0.053,,,,,,,,,,SSD
Crucial P3 500 Gb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/XKt9TW/crucial-p3-500-gb-m2-2280-nvme-solid-state-drive-ct500p3ssd8,500,M.2 2280,,,PCIe 3.0 x4,Crucial,TRUE,CT500P3SSD8,0.09,,,,,,,,,,SSD
Crucial P2 500 Gb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/G9XYcf/crucial-p2-500-gb-m2-2280-nvme-solid-state-drive-ct500p2ssd8,500,M.2 2280,,,PCIe 3.0 x4,Crucial,TRUE,CT500P2SSD8,,,,,,,,,,,SSD
Teamgroup Mp34 1 Tb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/Y6YLrH/teamgroup-mp34-1-tb-m2-2280-nvme-solid-state-drive-tm8fp4001t0c101,1000,M.2 2280,,,PCIe 3.0 x4,Teamgroup,TRUE,TM8FP4001T0C101,,,,,,,,,,,SSD
Crucial P1 1 Tb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/pxKcCJ/crucial-p1-1tb-m2-2280-solid-state-drive-ct1000p1ssd8,1000,M.2 2280,,,PCIe 3.0 x4,Crucial,TRUE,CT1000P1SSD8,0.109,,,,,,,,,,SSD
Verbatim Vi5000 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/pJqrxr/verbatim-vi5000-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-31827,2000,M.2 2280,,,PCIe 4.0 x4,Verbatim,TRUE,31827,0.056,,,,,,,,,,SSD
Kingston Fury Renegade 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/FyZ9TW/kingston-fury-renegade-2-tb-m2-2280-nvme-solid-state-drive-sfyrd2000g,2000,M.2 2280,,,PCIe 4.0 x4,Kingston,TRUE,SFYRD/2000G,0.082,,,,,,,,,,SSD
Teamgroup T-Force G50 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/hrLdnQ/teamgroup-t-force-g50-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8ffe002t0c129,2000,M.2 2280,,,PCIe 4.0 x4,Teamgroup,TRUE,TM8FFE002T0C129,0.047,,,,,,,,,,SSD
Samsung 990 Evo 1 Tb M.2-2280 Pcie 5.0 X2 Nvme Ssd,https://pcpartpicker.com/product/xXGhP6/samsung-990-evo-1-tb-m2-2280-pcie-50-x2-nvme-solid-state-drive-mz-v9e1t0bam,1000,M.2 2280,,,PCIe 5.0 x2,Samsung,TRUE,MZ-V9E1T0B/AM,0.07,,,,,,,,,,SSD
Msi Spatium M460 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/c4t9TW/msi-spatium-m460-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-spatium-m460-1tb,1000,M.2 2280,,,PCIe 4.0 x4,Msi,TRUE,SPATIUM-M460-1TB,,,,,,3D NAND,,,,,SSD
Seagate Firecuda 530 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/GRYmP6/seagate-firecuda-530-1-tb-m2-2280-nvme-solid-state-drive-zp1000gm3a013,1000,M.2 2280,,,PCIe 4.0 x4,Seagate,TRUE,ZP1000GM3A013,0.094,,,,,,,,,,SSD
Western Digital Pc Sn730 256 Gb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/cmC48d/western-digital-pc-sn730-256-gb-m2-2280-pcie-30-x4-nvme-solid-state-drive-sdbpnty-256g,256,M.2 2280,,,PCIe 3.0 x4,Western Digital,TRUE,SDBPNTY-256G,0.273,,,,,,,,,,SSD
Corsair Mp600 Core Xt 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/Tn7scf/corsair-mp600-core-xt-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-cssd-f1000gbmp600cxt,1000,M.2 2280,,,PCIe 4.0 x4,Corsair,TRUE,CSSD-F1000GBMP600CXT,0.068,,,,,3D QLC,,,,,SSD
Adata Xpg Sx8200 Pro 1 Tb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/zR3H99/adata-sx8200-1-tb-m2-2280-solid-state-drive-asx8200pnp-1tt-c,1000,M.2 2280,,,PCIe 3.0 x4,Adata,TRUE,ASX8200PNP-1TT-C,0.063,,,,,,,,,,SSD
Crucial T700 W/Heatsink 2 Tb M.2-2280 Pcie 5.0 X4 Nvme Ssd,https://pcpartpicker.com/product/72mNnQ/crucial-t700-wheatsink-2-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct2000t700ssd5,2000,M.2 2280,,,PCIe 5.0 x4,Crucial,TRUE,CT2000T700SSD5,0.125,,,,,,,,,,SSD
Kioxia Exceria Plus G3 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/VYqrxr/kioxia-exceria-plus-g3-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lsd10z002tg8,2000,M.2 2280,,,PCIe 4.0 x4,Kioxia,TRUE,LSD10Z002TG8,0.074,,,,,,,,,,SSD
"Adata Ultimate Su650 120 Gb 2.5"" Ssd",https://pcpartpicker.com/product/F9m323/adata-ultimate-su650-120-gb-25-solid-state-drive-asu650ss-120gt-r,120,"2.5""",,,SATA 6.0 Gb/s,Adata,FALSE,ASU650SS-120GT-R,,,,,,,,,,,SSD
Teamgroup Mp33 2 Tb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/C3xbt6/team-mp33-2-tb-m2-2280-nvme-solid-state-drive-tm8fp6002t0c101,2000,M.2 2280,,,PCIe 3.0 x4,Teamgroup,TRUE,TM8FP6002T0C101,0.053,,,,,,,,,,SSD
Pny Cs2140 500 Gb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/k2ddnQ/pny-cs2140-500-gb-m2-2280-nvme-solid-state-drive-m280cs2140-500-rb,500,M.2 2280,,,PCIe 4.0 x4,Pny,TRUE,M280CS2140-500-RB,0.086,,,,,,,,,,SSD
Silicon Power P34A60 512 Gb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/94gQzy/silicon-power-p34a60-512-gb-m2-2280-pcie-30-x4-nvme-solid-state-drive-sp512gbp34a60m28,512,M.2 2280,,,PCIe 3.0 x4,Silicon Power,TRUE,SP512GBP34A60M28,0.074,,,,,,,,,,SSD
Adata Xpg Sx6000 512 Gb M.2-2280 Pcie 3.0 X2 Nvme Ssd,https://pcpartpicker.com/product/bbjJ7P/adata-xpg-sx6000-512-gb-m2-2280-nvme-solid-state-drive-asx6000np-512gt-c,512,M.2 2280,,,PCIe 3.0 x2,Adata,TRUE,ASX6000NP-512GT-C,,,,,,,,,,,SSD
Adata Xpg Gammix S70 Blade 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/gvvdnQ/adata-xpg-gammix-s70-blade-1-tb-m2-2280-nvme-solid-state-drive-agammixs70b-1t-cs,1000,M.2 2280,,,PCIe 4.0 x4,Adata,TRUE,AGAMMIXS70B-1T-CS,0.08,,,,,,,,,,SSD
Teamgroup Mp33 1 Tb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/64MTwP/team-mp33-1-tb-m2-2280-nvme-solid-state-drive-tm8fp6001t0c101,1000,M.2 2280,,,PCIe 3.0 x4,Teamgroup,TRUE,TM8FP6001T0C101,0.057,,,,,,,,,,SSD
Corsair Mp600 Pro Lpx 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/gTRYcf/corsair-mp600-pro-lpx-2-tb-m2-2280-nvme-solid-state-drive-cssd-f2000gbmp600plp,2000,M.2 2280,,,PCIe 4.0 x4,Corsair,TRUE,CSSD-F2000GBMP600PLP,0.085,,,,,,,,,,SSD
Klevv Cras C910 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/Q7kH99/klevv-cras-c910-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-k02tbm2sp0-c91,2000,M.2 2280,,,PCIe 4.0 x4,Klevv,TRUE,K02TBM2SP0-C91,0.053,,,,,3D TLC,,,,,SSD
Silicon Power P34A60 1 Tb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/drwypg/silicon-power-p34a60-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-su001tbp34a60m28ca,1000,M.2 2280,,,PCIe 3.0 x4,Silicon Power,TRUE,SU001TBP34A60M28CA,0.053,,,,,,,,,,SSD
Crucial T700 4 Tb M.2-2280 Pcie 5.0 X4 Nvme Ssd,https://pcpartpicker.com/product/xhkH99/crucial-t700-4-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct4000t700ssd3,4000,M.2 2280,,,PCIe 5.0 x4,Crucial,TRUE,CT4000T700SSD3,0.095,,,,,,,,,,SSD
Sabrent Rocket Q 1 Tb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/HmmFf7/sabrent-rocket-q-1-tb-m2-2280-nvme-solid-state-drive-sb-rktq-1tb,1000,M.2 2280,,,PCIe 3.0 x4,Sabrent,TRUE,SB-RKTQ-1TB,0.125,,,,,,,,,,SSD
Hp Ex900 500 Gb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/7stQzy/hp-ex900-500mb-m2-2280-solid-state-drive-2yy44aaabc,500,M.2 2280,,,PCIe 3.0 x4,Hp,TRUE,2YY44AA#ABC,,,,,,,,,,,SSD
"Kingston A400 240 Gb 2.5"" Ssd",https://pcpartpicker.com/product/btDzK8/kingston-a400-240gb-25-solid-state-drive-sa400s37240g,240,"2.5""",,,SATA 6.0 Gb/s,Kingston,FALSE,SA400S37/240G,0.117,,,,,,,,,,SSD
Crucial T705 W/Heatsink 2 Tb M.2-2280 Pcie 5.0 X4 Nvme Ssd,https://pcpartpicker.com/product/zzdG3C/crucial-t705-wheatsink-2-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct2000t705ssd5,2000,M.2 2280,,,PCIe 5.0 x4,Crucial,TRUE,CT2000T705SSD5,0.13,,,,,,,,,,SSD
Crucial P3 Plus 500 Gb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/vPpzK8/crucial-p3-plus-500-gb-m2-2280-nvme-solid-state-drive-ct500p3pssd8,500,M.2 2280,,,PCIe 4.0 x4,Crucial,TRUE,CT500P3PSSD8,0.08,,,,,,,,,,SSD
Teamgroup T-Force G70 Pro Graphene 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/KLYRsY/teamgroup-t-force-g70-pro-graphene-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8ffh002t0c129,2000,M.2 2280,,,PCIe 4.0 x4,Teamgroup,TRUE,TM8FFH002T0C129,0.063,,,,,,,,,,SSD
Silicon Power P34A60 256 Gb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/RrGnTW/silicon-power-p34a60-256-gb-m2-2280-nvme-solid-state-drive-sp256gbp34a60m28,256,M.2 2280,,,PCIe 3.0 x4,Silicon Power,TRUE,SP256GBP34A60M28,0.109,,,,,,,,,,SSD
"Crucial Bx300 120 Gb 2.5"" Ssd",https://pcpartpicker.com/product/vxX2FT/crucial-bx300-120gb-25-solid-state-drive-ct120bx300ssd1,120,"2.5""",,,SATA 6.0 Gb/s,Crucial,FALSE,CT120BX300SSD1,,,,,,,,,,,SSD
Silicon Power Ud90 4 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/2BvD4D/silicon-power-ud90-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sp04kgbp44ud9005,4000,M.2 2280,,,PCIe 4.0 x4,Silicon Power,TRUE,SP04KGBP44UD9005,0.051,,,,,,,,,,SSD
Teamgroup Mp44L 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/2VJgXL/teamgroup-mp44l-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpk002t0c101,2000,M.2 2280,,,PCIe 4.0 x4,Teamgroup,TRUE,TM8FPK002T0C101,0.054,,,,,,,,,,SSD
Mushkin Vortex-Lx 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/zYrqqs/mushkin-vortex-lx-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mknssdvl1tb-d8,1000,M.2 2280,,,PCIe 4.0 x4,Mushkin,TRUE,MKNSSDVL1TB-D8,0.081,,,,,,,,,,SSD
"Samsung 870 Qvo 2 Tb 2.5"" Ssd",https://pcpartpicker.com/product/R7FKHx/samsung-870-qvo-2-tb-25-solid-state-drive-mz-77q2t0bam,2000,"2.5""",,,SATA 6.0 Gb/s,Samsung,FALSE,MZ-77Q2T0B/AM,0.162,,,,,,,,,,SSD
"Kingston A400 480 Gb 2.5"" Ssd",https://pcpartpicker.com/product/WGZ2FT/kingston-a400-480gb-25-solid-state-drive-sa400s37480g,480,"2.5""",,,SATA 6.0 Gb/s,Kingston,FALSE,SA400S37/480G,0.083,,,,,,,,,,SSD
Crucial P2 1 Tb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/KMkgXL/crucial-p2-1-tb-m2-2280-nvme-solid-state-drive-ct1000p2ssd8,1000,M.2 2280,,,PCIe 3.0 x4,Crucial,TRUE,CT1000P2SSD8,,,,,,,,,,,SSD
Kingston Nv3 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/tmbRsY/kingston-nv3-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-snv3s1000g,1000,M.2 2280,,,PCIe 4.0 x4,Kingston,TRUE,SNV3S/1000G,0.062,,,,,,,,,,SSD
Corsair Mp600 Pro Xt 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/KVfnTW/corsair-mp600-pro-xt-2-tb-m2-2280-nvme-solid-state-drive-cssd-f2000gbmp600pxt,2000,M.2 2280,,,PCIe 4.0 x4,Corsair,TRUE,CSSD-F2000GBMP600PXT,0.087,,,,,,,,,,SSD
Kingston Kc3000 4.096 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/yfGbt6/kingston-kc3000-4096-tb-m2-2280-nvme-solid-state-drive-skc3000d4096g,4096,M.2 2280,,,PCIe 4.0 x4,Kingston,TRUE,SKC3000D/4096G,0.073,,,,,,,,,,SSD
Patriot P300 256 Gb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/rWxbt6/patriot-p300-256-gb-m2-2280-nvme-solid-state-drive-p300p256gm28,256,M.2 2280,,,PCIe 3.0 x4,Patriot,TRUE,P300P256GM28,0.09,,,,,,,,,,SSD
Corsair Mp600 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/6QgFf7/corsair-mp600-1-tb-m2-2280-nvme-solid-state-drive-cssd-f1000gbmp600r2,1000,M.2 2280,,,PCIe 4.0 x4,Corsair,TRUE,CSSD-F1000GBMP600R2,,,,,,3D TLC,,,,,SSD
Teamgroup Cardea A440 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/bpBG3C/team-cardea-a440-1-tb-m2-2280-nvme-solid-state-drive-tm8fpz001t0c327,1000,M.2 2280,,,PCIe 4.0 x4,Teamgroup,TRUE,TM8FPZ001T0C327,0.08,,,,,,,,,,SSD
Teamgroup Mp44L 500 Gb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/WcJgXL/teamgroup-mp44l-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpk500g0c101,500,M.2 2280,,,PCIe 4.0 x4,Teamgroup,TRUE,TM8FPK500G0C101,0.07,,,,,,,,,,SSD
Sabrent Rocket Q4 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/X6wkcf/sabrent-rocket-q4-2-tb-m2-2280-nvme-solid-state-drive-sb-rktq4-2tb,2000,M.2 2280,,,PCIe 4.0 x4,Sabrent,TRUE,SB-RKTQ4-2TB,,,,,,,,,,,SSD
Western Digital Black Sn750 500 Gb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/KTQG3C/western-digital-wd_black-sn750-500-gb-m2-2280-nvme-solid-state-drive-wds500g3x0c,500,M.2 2280,,,PCIe 3.0 x4,Western Digital,TRUE,WDS500G3X0C,0.23,,,,,,,,,,SSD
Western Digital Blue Sn550 500 Gb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/zXrRsY/western-digital-blue-sn550-500-gb-m2-2280-nvme-solid-state-drive-wdba3v5000anc-wrsn,500,M.2 2280,,,PCIe 3.0 x4,Western Digital,TRUE,WDBA3V5000ANC-WRSN,0.14,,,,,,,,,,SSD
"Teamgroup Gx2 1 Tb 2.5"" Ssd",https://pcpartpicker.com/product/NzBTwP/team-gx2-1-tb-25-solid-state-drive-t253x2001t0c101,1000,"2.5""",,,SATA 6.0 Gb/s,Teamgroup,FALSE,T253X2001T0C101,0.056,,,,,,,,,,SSD
Crucial Mx500 1 Tb M.2-2280 Sata Ssd,https://pcpartpicker.com/product/4Qw7YJ/crucial-mx500-1tb-m2-2280-solid-state-drive-ct1000mx500ssd4,1000,M.2 2280,,,M.2 SATA,Crucial,FALSE,CT1000MX500SSD4,,,,,,,,,,,SSD
Inland Prime 500 Gb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/XwWzK8/inland-prime-500-gb-m2-2280-nvme-solid-state-drive-618996741946,500,M.2 2280,,,PCIe 3.0 x4,Inland,TRUE,6.18997E+11,,,,,,,,,,,SSD
Silicon Power Us75 4 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/ZM4Zxr/silicon-power-us75-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sp04kgbp44us7505,4000,M.2 2280,,,PCIe 4.0 x4,Silicon Power,TRUE,SP04KGBP44US7505,0.056,,,,,,,,,,SSD
Kingston Fury Renegade With Heat Sink 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/sRLFf7/kingston-fury-renegade-with-heat-sink-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sfyrsk1000g,1000,M.2 2280,,,PCIe 4.0 x4,Kingston,TRUE,SFYRSK/1000G,0.11,,,,,3D TLC,,,,,SSD
"Adata Su800 128 Gb 2.5"" Ssd",https://pcpartpicker.com/product/mPgPxr/adata-ultimate-su800-128-gb-25-solid-state-drive-asu800ss-128gt-c,128,"2.5""",,,SATA 6.0 Gb/s,Adata,FALSE,ASU800SS-128GT-C,,,,,,,,,,,SSD
Samsung Pm961 256 Gb M.2-2280 Pcie 3.0 X4 Nvme Ssd,https://pcpartpicker.com/product/k64NnQ/samsung-pm961-256gb-m2-2280-solid-state-drive-mzvlw256hehp-00000,256,M.2 2280,,,PCIe 3.0 x4,Samsung,TRUE,MZVLW256HEHP-00000,,,,,,,,,,,SSD
Sandisk Extreme 2 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/cNFmP6/sandisk-extreme-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sdssdx3n-2t00-g26,2000,M.2 2280,,,PCIe 4.0 x4,Sandisk,TRUE,SDSSDX3N-2T00-G26,0.062,,,,,,,,,,SSD
"Sandisk Ssd Plus 240 Gb 2.5"" Ssd",https://pcpartpicker.com/product/8jH48d/sandisk-ssd-plus-240gb-25-solid-state-drive-sdssda-240g-g26,240,"2.5""",,,SATA 6.0 Gb/s,Sandisk,FALSE,SDSSDA-240G-G26,0.092,,,,,,,,,,SSD
"Teamgroup T-Force Vulcan Z 512 Gb 2.5"" Ssd",https://pcpartpicker.com/product/Qg92FT/teamgroup-t-force-vulcan-z-512-gb-25-solid-state-drive-t253tz512g0c101,512,"2.5""",,,SATA 6.0 Gb/s,Teamgroup,FALSE,T253TZ512G0C101,0.066,,,,,,,,,,SSD
Teamgroup T-Force G50 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/XB9wrH/teamgroup-t-force-g50-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8ffe001t0c129,1000,M.2 2280,,,PCIe 4.0 x4,Teamgroup,TRUE,TM8FFE001T0C129,0.055,,,,,,,,,,SSD
Klevv Cras C910 1 Tb M.2-2280 Pcie 4.0 X4 Nvme Ssd,https://pcpartpicker.com/product/99RwrH/klevv-cras-c910-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-k01tbm2sp0-c91,1000,M.2 2280,,,PCIe 4.0 x4,Klevv,TRUE,K01TBM2SP0-C91,0.057,,,,,3D TLC,,,,,SSD
